oos_deviance,error,seed,model,predictor,years_ix,forecasting_horizon,scenario
217.354199925936,0.202781327079158,1,separate,apc,5,5,3
326.776964707079,0.188796972795428,1,separate,rh,5,5,3
126.098418016132,0.274800002461086,1,total,lc,6,5,3
251.106113352974,0.271728650812583,1,total,apc,6,5,3
375.267438247777,0.271099018605222,1,total,rh,6,5,3
118.093037142515,0.202497096081775,1,credibility,lc,6,5,3
235.696106126897,0.203104997304731,1,credibility,apc,6,5,3
352.390791513074,0.20212609765308,1,credibility,rh,6,5,3
118.121303336902,0.214664516667649,1,full_mle,lc,6,5,3
235.119010609541,0.21487730670798,1,full_mle,apc,6,5,3
351.261231718757,0.213609137211149,1,full_mle,rh,6,5,3
118.112019708232,0.237751625547747,1,separate,lc,6,5,3
259.314622834144,0.306111931273353,1,separate,apc,6,5,3
377.369877475522,0.272281355073878,1,separate,rh,6,5,3
134.825184483866,0.498596864565492,1,total,lc,1,8,3
264.868320567296,0.493621627198169,1,total,apc,1,8,3
418.544442620548,0.509230240411938,1,total,rh,1,8,3
124.089321340137,0.328705319961215,1,credibility,lc,1,8,3
244.834160833165,0.324726606916893,1,credibility,apc,1,8,3
390.002975069016,0.339864660704825,1,credibility,rh,1,8,3
123.494595943138,0.298394079297822,1,full_mle,lc,1,8,3
242.066341624077,0.29174143651583,1,full_mle,apc,1,8,3
384.192768866689,0.306701384931938,1,full_mle,rh,1,8,3
123.973987376134,0.311909009177186,1,separate,lc,1,8,3
265.293634630508,0.353187057432228,1,separate,apc,1,8,3
395.209009417382,0.336133031158493,1,separate,rh,1,8,3
140.670302372833,0.242796077743192,1,total,lc,2,8,3
300.188278299745,0.246441988591154,1,total,apc,2,8,3
457.628710152497,0.24620015949193,1,total,rh,2,8,3
139.889400195964,0.222719233478609,1,credibility,lc,2,8,3
300.812369747342,0.23131639535841,1,credibility,apc,2,8,3
459.450874526645,0.231215729136592,1,credibility,rh,2,8,3
134.119374325496,0.20041802303978,1,full_mle,lc,2,8,3
287.041155614359,0.209345495060544,1,full_mle,apc,2,8,3
437.890718167315,0.209565339586452,1,full_mle,rh,2,8,3
134.217179719952,0.226374921424275,1,separate,lc,2,8,3
287.716753859338,0.286906091788721,1,separate,apc,2,8,3
437.832958728276,0.272238361565565,1,separate,rh,2,8,3
148.398243624584,0.269904364787709,1,total,lc,3,8,3
315.897755709906,0.265465306385521,1,total,apc,3,8,3
491.04411227286,0.266406957684144,1,total,rh,3,8,3
143.750654279572,0.219383158419337,1,credibility,lc,3,8,3
308.447992269652,0.222305947281885,1,credibility,apc,3,8,3
481.169997691358,0.226478600349902,1,credibility,rh,3,8,3
139.804528836948,0.233520825149346,1,full_mle,lc,3,8,3
298.595946253563,0.237372702259638,1,full_mle,apc,3,8,3
464.98879602824,0.241878325576105,1,full_mle,rh,3,8,3
144.322806650702,0.277073357282223,1,separate,lc,3,8,3
324.669774505035,0.284463293223433,1,separate,apc,3,8,3
493.470065765777,0.277880078071376,1,separate,rh,3,8,3
157.759716378088,0.235880179539967,1,total,lc,4,8,3
307.698744932677,0.232853761225301,1,total,apc,4,8,3
463.448667532127,0.231235642223982,1,total,rh,4,8,3
157.852718527336,0.23763798765797,1,credibility,lc,4,8,3
308.407576862419,0.231161456470698,1,credibility,apc,4,8,3
464.884227224299,0.230037638764537,1,credibility,rh,4,8,3
153.741149011029,0.254762623478391,1,full_mle,lc,4,8,3
299.62590973717,0.247293734171113,1,full_mle,apc,4,8,3
451.30077358212,0.245778300472986,1,full_mle,rh,4,8,3
154.446712089782,0.290972549680261,1,separate,lc,4,8,3
321.382045143666,0.27276816638967,1,separate,apc,4,8,3
469.726444566918,0.253899075105891,1,separate,rh,4,8,3
155.650555390499,0.249339825390548,1,total,lc,5,8,3
323.905950464351,0.248068174763128,1,total,apc,5,8,3
491.205922611475,0.248196007500265,1,total,rh,5,8,3
150.855326253209,0.191991954800147,1,credibility,lc,5,8,3
315.503963734873,0.194546950996008,1,credibility,apc,5,8,3
479.293863856843,0.196089191975971,1,credibility,rh,5,8,3
142.984921934843,0.159191457072917,1,full_mle,lc,5,8,3
298.522580025882,0.16459938531143,1,full_mle,apc,5,8,3
453.103426659379,0.16640581835092,1,full_mle,rh,5,8,3
144.783035965651,0.191098246630553,1,separate,lc,5,8,3
322.071595442918,0.214442187795652,1,separate,apc,5,8,3
482.205107317176,0.206403525317745,1,separate,rh,5,8,3
134.149850634509,0.279817618792397,1,total,lc,6,8,3
262.803503871637,0.271067653569622,1,total,apc,6,8,3
391.879883810369,0.270158799735619,1,total,rh,6,8,3
129.958795049957,0.230470781124539,1,credibility,lc,6,8,3
255.394669732289,0.229874501185171,1,credibility,apc,6,8,3
381.329072517081,0.228138854739867,1,credibility,rh,6,8,3
129.042481796793,0.215589329465994,1,full_mle,lc,6,8,3
252.538847224793,0.214995693548698,1,full_mle,apc,6,8,3
376.448509061646,0.213675573901587,1,full_mle,rh,6,8,3
128.564673616331,0.235863245024724,1,separate,lc,6,8,3
267.123644987546,0.307256844524632,1,separate,apc,6,8,3
394.377970833169,0.28233202796665,1,separate,rh,6,8,3
139.938255941448,0.387984298263627,2,total,lc,1,1,3
280.876959063595,0.387899283670896,2,total,apc,1,1,3
410.171408105939,0.371443364249075,2,total,rh,1,1,3
133.328536885788,0.327093085461293,2,credibility,lc,1,1,3
267.762964518944,0.327871888411459,2,credibility,apc,1,1,3
392.383372379736,0.316091314578028,2,credibility,rh,1,1,3
133.736839430113,0.295912304435441,2,full_mle,lc,1,1,3
268.450750908648,0.29785823396082,2,full_mle,apc,1,1,3
391.419115674981,0.288560771064951,2,full_mle,rh,1,1,3
134.982637122937,0.29562966622698,2,separate,lc,1,1,3
280.724367409609,0.31229175146321,2,separate,apc,1,1,3
411.561962603733,0.321911143062476,2,separate,rh,1,1,3
125.686291220596,0.212079535990855,2,total,lc,2,1,3
246.641706570533,0.212607979416486,2,total,apc,2,1,3
373.134744777773,0.214511956225468,2,total,rh,2,1,3
124.70306685963,0.186153576089997,2,credibility,lc,2,1,3
244.204493105777,0.185219391814945,2,credibility,apc,2,1,3
369.526239902029,0.187325416458898,2,credibility,rh,2,1,3
120.288261105311,0.152394900138675,2,full_mle,lc,2,1,3
235.87253791732,0.149409554864007,2,full_mle,apc,2,1,3
356.98617094816,0.15094490411194,2,full_mle,rh,2,1,3
119.71480989291,0.157444580650047,2,separate,lc,2,1,3
237.33747173506,0.166200825820648,2,separate,apc,2,1,3
357.541123691553,0.180999566952744,2,separate,rh,2,1,3
123.685819515368,0.238149687210194,2,total,lc,3,1,3
247.142222342816,0.234193301989117,2,total,apc,3,1,3
371.528070008112,0.234246222914923,2,total,rh,3,1,3
120.650025796558,0.20610271888353,2,credibility,lc,3,1,3
241.387594916095,0.203657290725685,2,credibility,apc,3,1,3
362.915148963521,0.204045566412397,2,credibility,rh,3,1,3
117.468066446226,0.173731140183809,2,full_mle,lc,3,1,3
234.720693109291,0.171583431741882,2,full_mle,apc,3,1,3
352.907660806603,0.172056463394663,2,full_mle,rh,3,1,3
116.08260049437,0.16161965082572,2,separate,lc,3,1,3
239.042519298416,0.190260025629959,2,separate,apc,3,1,3
362.41293290807,0.201966366074007,2,separate,rh,3,1,3
131.495802697978,0.264170328556685,2,total,lc,4,1,3
266.832160049069,0.266781064291108,2,total,apc,4,1,3
400.01719775678,0.267294280574604,2,total,rh,4,1,3
128.901238126823,0.244958814178219,2,credibility,lc,4,1,3
261.915417342262,0.248865666859513,2,credibility,apc,4,1,3
392.582128755427,0.249208673577692,2,credibility,rh,4,1,3
122.50806450799,0.210549306431704,2,full_mle,lc,4,1,3
248.832998514485,0.214815087927699,2,full_mle,apc,4,1,3
373.013954165853,0.215389917233079,2,full_mle,rh,4,1,3
122.030289568306,0.195984686934368,2,separate,lc,4,1,3
248.198580562268,0.196772215944864,2,separate,apc,4,1,3
374.671247329855,0.218062634656199,2,separate,rh,4,1,3
130.568137863772,0.212389974904662,2,total,lc,5,1,3
262.504832944519,0.206918628296345,2,total,apc,5,1,3
401.340866354262,0.207748755025339,2,total,rh,5,1,3
129.928609855051,0.198474513414945,2,credibility,lc,5,1,3
260.989217217974,0.192792529991047,2,credibility,apc,5,1,3
399.481432607489,0.194610267635178,2,credibility,rh,5,1,3
127.613702032158,0.183019690472393,2,full_mle,lc,5,1,3
256.554697804485,0.178734645670818,2,full_mle,apc,5,1,3
392.362656632068,0.181269486698412,2,full_mle,rh,5,1,3
129.261961962025,0.178398877063752,2,separate,lc,5,1,3
263.924862158466,0.197537617187626,2,separate,apc,5,1,3
393.582887469495,0.198700056270461,2,separate,rh,5,1,3
117.031006616676,0.197687481919236,2,total,lc,6,1,3
239.945116166216,0.205433716050287,2,total,apc,6,1,3
360.883095193693,0.194091621744087,2,total,rh,6,1,3
114.93918096633,0.167669809461877,2,credibility,lc,6,1,3
234.804721509254,0.171079339638642,2,credibility,apc,6,1,3
355.070116988414,0.165706330110413,2,credibility,rh,6,1,3
114.55079053459,0.155152833730382,2,full_mle,lc,6,1,3
235.068320517392,0.157892617708986,2,full_mle,apc,6,1,3
353.374109063987,0.155507521732161,2,full_mle,rh,6,1,3
115.562402247848,0.151903163957384,2,separate,lc,6,1,3
235.268674024459,0.16930257527384,2,separate,apc,6,1,3
351.857932853609,0.168187461031957,2,separate,rh,6,1,3
123.601473147769,0.209531035449036,2,total,lc,1,5,3
255.763278281121,0.210037516208713,2,total,apc,1,5,3
434.054805938093,0.216956573716052,2,total,rh,1,5,3
121.90679370613,0.19209962130173,2,credibility,lc,1,5,3
253.772888525642,0.195900299420725,2,credibility,apc,1,5,3
434.244901954543,0.20832263830479,2,credibility,rh,1,5,3
120.68799934228,0.186930601326263,2,full_mle,lc,1,5,3
249.87412592575,0.190228910759891,2,full_mle,apc,1,5,3
424.977172182244,0.204759444526886,2,full_mle,rh,1,5,3
121.975417024426,0.181795952303085,2,separate,lc,1,5,3
262.487621745883,0.198446017053245,2,separate,apc,1,5,3
415.146591910106,0.204231564379887,2,separate,rh,1,5,3
134.55291744653,0.185413164415131,2,total,lc,2,5,3
266.916893170216,0.184809885195769,2,total,apc,2,5,3
405.392321682263,0.191924863991654,2,total,rh,2,5,3
134.924276664266,0.180369312676293,2,credibility,lc,2,5,3
267.638052756669,0.181240011420018,2,credibility,apc,2,5,3
406.528173734942,0.188869908294119,2,credibility,rh,2,5,3
132.014207681193,0.178577469437729,2,full_mle,lc,2,5,3
261.864928004883,0.177153205996569,2,full_mle,apc,2,5,3
397.925494868913,0.18216371186618,2,full_mle,rh,2,5,3
132.44490310131,0.1770910760136,2,separate,lc,2,5,3
268.757626677182,0.191024155273523,2,separate,apc,2,5,3
399.474188352677,0.194413866671469,2,separate,rh,2,5,3
152.156705649184,0.253523653379451,2,total,lc,3,5,3
311.040388063199,0.246615376164354,2,total,apc,3,5,3
467.326200008587,0.245273926325219,2,total,rh,3,5,3
149.532511575178,0.224034272617042,2,credibility,lc,3,5,3
306.519783774009,0.222830015574642,2,credibility,apc,3,5,3
460.477707603467,0.221270983336696,2,credibility,rh,3,5,3
142.703618481115,0.204220710136516,2,full_mle,lc,3,5,3
292.102631303104,0.207082166114194,2,full_mle,apc,3,5,3
438.912606230498,0.206452444056114,2,full_mle,rh,3,5,3
143.421123549665,0.209985730376835,2,separate,lc,3,5,3
294.060692331036,0.2098457114813,2,separate,apc,3,5,3
437.228627117292,0.215720220227504,2,separate,rh,3,5,3
124.283188454078,0.21284463476432,2,total,lc,4,5,3
254.860715321681,0.215586148579974,2,total,apc,4,5,3
383.103502756159,0.215478522060217,2,total,rh,4,5,3
124.494355030524,0.212821702833782,2,credibility,lc,4,5,3
255.86078058375,0.218000177930628,2,credibility,apc,4,5,3
384.482499903831,0.218255565179966,2,credibility,rh,4,5,3
121.27373669594,0.202212392298739,2,full_mle,lc,4,5,3
248.814185733406,0.207144936198118,2,full_mle,apc,4,5,3
374.034460589916,0.207958831076078,2,full_mle,rh,4,5,3
123.306295979491,0.201992193350393,2,separate,lc,4,5,3
251.909856347114,0.203783691659212,2,separate,apc,4,5,3
373.550013606924,0.205690030176827,2,separate,rh,4,5,3
136.483288083403,0.259262449109785,2,total,lc,5,5,3
275.84208716917,0.260524924830098,2,total,apc,5,5,3
433.270933259715,0.262346449763487,2,total,rh,5,5,3
133.864220140547,0.2253221570758,2,credibility,lc,5,5,3
271.587259989188,0.228644633240316,2,credibility,apc,5,5,3
427.728962530466,0.231298249753425,2,credibility,rh,5,5,3
130.309405010102,0.212411305510136,2,full_mle,lc,5,5,3
263.44929530887,0.214698980400573,2,full_mle,apc,5,5,3
414.601362367134,0.223001807158141,2,full_mle,rh,5,5,3
131.988117846426,0.234841763563187,2,separate,lc,5,5,3
268.843298584643,0.250359262538018,2,separate,apc,5,5,3
410.640659492421,0.251864514003532,2,separate,rh,5,5,3
135.820249923973,0.260664659186952,2,total,lc,6,5,3
270.204487213429,0.272159821307033,2,total,apc,6,5,3
458.788196900343,0.269865375147762,2,total,rh,6,5,3
131.77971185166,0.214231818771455,2,credibility,lc,6,5,3
261.229004517111,0.224745205854137,2,credibility,apc,6,5,3
447.764546108544,0.226858242228565,2,credibility,rh,6,5,3
126.029070575713,0.182631881559253,2,full_mle,lc,6,5,3
250.73679924516,0.190109248726322,2,full_mle,apc,6,5,3
429.37547493018,0.201534002177704,2,full_mle,rh,6,5,3
125.610146293203,0.183559387099905,2,separate,lc,6,5,3
253.551848872558,0.223987735300482,2,separate,apc,6,5,3
422.812592290765,0.234557290757267,2,separate,rh,6,5,3
122.464809719851,0.222522850657518,2,total,lc,1,8,3
243.737224991119,0.219088151454865,2,total,apc,1,8,3
403.911189647257,0.222958307571736,2,total,rh,1,8,3
120.610327131884,0.20216215897916,2,credibility,lc,1,8,3
241.448677368532,0.207128152008846,2,credibility,apc,1,8,3
404.045516116849,0.219681830392346,2,credibility,rh,1,8,3
119.336229332458,0.184790017373317,2,full_mle,lc,1,8,3
237.391128788462,0.187052786485924,2,full_mle,apc,1,8,3
394.084844987587,0.204264003361748,2,full_mle,rh,1,8,3
120.375586037298,0.188996646180571,2,separate,lc,1,8,3
260.50062338732,0.200972136497576,2,separate,apc,1,8,3
396.557653715324,0.205509751955072,2,separate,rh,1,8,3
168.918795065149,0.276990715864131,2,total,lc,2,8,3
343.352044071206,0.274589666574116,2,total,apc,2,8,3
517.51688078675,0.279138965892146,2,total,rh,2,8,3
167.826762185897,0.248371766913079,2,credibility,lc,2,8,3
341.903218392137,0.248467545720265,2,credibility,apc,2,8,3
514.785354621208,0.253640660496286,2,credibility,rh,2,8,3
162.77328603536,0.246509068718773,2,full_mle,lc,2,8,3
331.030565922626,0.245992492160265,2,full_mle,apc,2,8,3
499.096057760312,0.244802377915231,2,full_mle,rh,2,8,3
163.560413171515,0.273655729000437,2,separate,lc,2,8,3
333.52145361425,0.26654552074546,2,separate,apc,2,8,3
494.056738790148,0.27286762844228,2,separate,rh,2,8,3
173.93864960288,0.259386329427555,2,total,lc,3,8,3
365.031832952552,0.25806156085618,2,total,apc,3,8,3
549.070988059879,0.256397801663739,2,total,rh,3,8,3
172.114738870854,0.2215108666743,2,credibility,lc,3,8,3
361.85033870656,0.222212118936606,2,credibility,apc,3,8,3
543.998322571909,0.220808307925558,2,credibility,rh,3,8,3
163.979758844327,0.207240898005021,2,full_mle,lc,3,8,3
345.083082924363,0.206503399973471,2,full_mle,apc,3,8,3
519.156361638268,0.205075957604301,2,full_mle,rh,3,8,3
162.97412324118,0.212217967527707,2,separate,lc,3,8,3
346.726458043932,0.224596597929579,2,separate,apc,3,8,3
516.759457929162,0.227631623380879,2,separate,rh,3,8,3
164.544594245581,0.218091751808638,2,total,lc,4,8,3
336.823499043613,0.22047063516604,2,total,apc,4,8,3
504.070876255362,0.22088811676473,2,total,rh,4,8,3
167.314268308259,0.221448696968096,2,credibility,lc,4,8,3
343.020888521472,0.22576599254239,2,credibility,apc,4,8,3
513.401123670962,0.226218634869854,2,credibility,rh,4,8,3
162.31532090628,0.208063998954726,2,full_mle,lc,4,8,3
332.336448479177,0.213751367157952,2,full_mle,apc,4,8,3
497.349032706919,0.214288102393875,2,full_mle,rh,4,8,3
165.629632520675,0.224774084596003,2,separate,lc,4,8,3
338.50820693684,0.253717083264554,2,separate,apc,4,8,3
487.749184821364,0.239669884409025,2,separate,rh,4,8,3
209.953143837934,0.266419081725117,2,total,lc,5,8,3
444.917186185174,0.270787206688072,2,total,apc,5,8,3
742.910871030915,0.280683850560064,2,total,rh,5,8,3
211.348273321955,0.256723625803009,2,credibility,lc,5,8,3
448.599004334521,0.262468603954464,2,credibility,apc,5,8,3
749.984195923072,0.276492762155558,2,credibility,rh,5,8,3
206.025026988026,0.268501864141524,2,full_mle,lc,5,8,3
436.986510503777,0.273946845720425,2,full_mle,apc,5,8,3
730.911903931697,0.289148253790397,2,full_mle,rh,5,8,3
208.833003798763,0.287556044651316,2,separate,lc,5,8,3
453.179125508121,0.300245473982471,2,separate,apc,5,8,3
707.499958116632,0.296198763482505,2,separate,rh,5,8,3
151.256353618572,0.331080310908105,2,total,lc,6,8,3
291.898008974459,0.330538025475726,2,total,apc,6,8,3
516.426729415374,0.330231298261132,2,total,rh,6,8,3
150.002983159023,0.30917813228422,2,credibility,lc,6,8,3
289.001756934256,0.306006404954596,2,credibility,apc,6,8,3
515.379863782913,0.311844327467706,2,credibility,rh,6,8,3
142.955485483594,0.264908719121256,2,full_mle,lc,6,8,3
275.382549756814,0.258375909642629,2,full_mle,apc,6,8,3
491.334690935888,0.267401545810209,2,full_mle,rh,6,8,3
141.863271828378,0.252357418785987,2,separate,lc,6,8,3
274.050186399199,0.265486526154062,2,separate,apc,6,8,3
471.308997211626,0.283320280086085,2,separate,rh,6,8,3
136.307488091797,0.278790253977886,3,total,lc,1,1,3
273.144750842803,0.278140770915436,3,total,apc,1,1,3
409.173966174899,0.277697285030009,3,total,rh,1,1,3
131.550276899202,0.231120658869705,3,credibility,lc,1,1,3
263.303974638077,0.227727982679999,3,credibility,apc,1,1,3
394.701549776491,0.226121617951709,3,credibility,rh,1,1,3
133.274804222227,0.211646586950306,3,full_mle,lc,1,1,3
267.105505743858,0.209708392251977,3,full_mle,apc,1,1,3
400.127350001208,0.208318998284214,3,full_mle,rh,1,1,3
132.654743480824,0.210352305677916,3,separate,lc,1,1,3
268.205689276775,0.240849460737039,3,separate,apc,1,1,3
391.19254524059,0.227885107022045,3,separate,rh,1,1,3
136.08622003578,0.287593668960525,3,total,lc,2,1,3
271.453365620507,0.286912879389244,3,total,apc,2,1,3
408.457218328089,0.288646451180433,3,total,rh,2,1,3
134.470414068236,0.270944672780801,3,credibility,lc,2,1,3
268.216870817516,0.269584319669998,3,credibility,apc,2,1,3
403.696455035999,0.271400144826492,3,credibility,rh,2,1,3
130.222646082366,0.246876178772056,3,full_mle,lc,2,1,3
259.735977253447,0.243376120032623,3,full_mle,apc,2,1,3
390.881687740514,0.243742273964344,3,full_mle,rh,2,1,3
130.247859935526,0.249149375167775,3,separate,lc,2,1,3
263.160952941691,0.256420999481775,3,separate,apc,2,1,3
396.412544069354,0.253994093200808,3,separate,rh,2,1,3
117.26415957085,0.21751569778158,3,total,lc,3,1,3
235.943763100879,0.216705457381667,3,total,apc,3,1,3
353.361178969163,0.214920991562151,3,total,rh,3,1,3
114.615499808929,0.19643227852767,3,credibility,lc,3,1,3
230.863520521117,0.194915201213718,3,credibility,apc,3,1,3
346.129854998116,0.193843139476106,3,credibility,rh,3,1,3
113.621604245597,0.190335091499648,3,full_mle,lc,3,1,3
228.689955069025,0.188125737002348,3,full_mle,apc,3,1,3
342.483323838687,0.18672683718245,3,full_mle,rh,3,1,3
114.080180760014,0.170087458270823,3,separate,lc,3,1,3
229.213718887752,0.186826713404557,3,separate,apc,3,1,3
347.857328872561,0.182280961045368,3,separate,rh,3,1,3
128.449248360337,0.235461176464425,3,total,lc,4,1,3
260.164022984231,0.23688046717118,3,total,apc,4,1,3
389.836672828675,0.23681332237053,3,total,rh,4,1,3
126.609894175867,0.212461020404954,3,credibility,lc,4,1,3
