oos_deviance,error,seed,model,predictor,years_ix,forecasting_horizon,scenario
256.45024177371,0.214808486261516,3,credibility,apc,4,1,3
384.206855010359,0.214951499102096,3,credibility,rh,4,1,3
125.194554727621,0.218904120097287,3,full_mle,lc,4,1,3
253.666040523176,0.221923602147257,3,full_mle,apc,4,1,3
380.092035473607,0.221658496413649,3,full_mle,rh,4,1,3
126.299300021067,0.209351684355152,3,separate,lc,4,1,3
262.321836582513,0.247177552070092,3,separate,apc,4,1,3
395.943965741147,0.249682535124072,3,separate,rh,4,1,3
138.64873555734,0.295058166899494,3,total,lc,5,1,3
265.845388287862,0.303187015413011,3,total,apc,5,1,3
395.027041297759,0.3062941333096,3,total,rh,5,1,3
136.585188655123,0.277172070188382,3,credibility,lc,5,1,3
260.384628810827,0.280330042393613,3,credibility,apc,5,1,3
386.628095412293,0.283370594700958,3,credibility,rh,5,1,3
131.718859283053,0.257635803744319,3,full_mle,lc,5,1,3
252.038650564632,0.258785100561734,3,full_mle,apc,5,1,3
374.352344953085,0.259883160551251,3,full_mle,rh,5,1,3
123.421867691233,0.260072552246755,3,separate,lc,5,1,3
247.427964778624,0.278418644288388,3,separate,apc,5,1,3
369.790136642507,0.268141423650156,3,separate,rh,5,1,3
125.792897568056,0.290869460863046,3,total,lc,6,1,3
249.934550409138,0.291047965833577,3,total,apc,6,1,3
373.492276905252,0.291292816514367,3,total,rh,6,1,3
118.241084919759,0.235645282557466,3,credibility,lc,6,1,3
235.492109802968,0.237219786611861,3,credibility,apc,6,1,3
352.036346115432,0.237437990776116,3,credibility,rh,6,1,3
115.512037566561,0.212955114382883,3,full_mle,lc,6,1,3
229.343112941959,0.211778422787689,3,full_mle,apc,6,1,3
342.595196413715,0.211614366807054,3,full_mle,rh,6,1,3
114.517111216438,0.175614873153616,3,separate,lc,6,1,3
227.088602688218,0.177628179507235,3,separate,apc,6,1,3
338.622822287017,0.174396533880288,3,separate,rh,6,1,3
128.320843386099,0.308495089144239,3,total,lc,1,5,3
256.739687883545,0.310293772835373,3,total,apc,1,5,3
389.295091335528,0.309627131803334,3,total,rh,1,5,3
125.081297955416,0.282966383287753,3,credibility,lc,1,5,3
251.430527622723,0.284524367261789,3,credibility,apc,1,5,3
381.999982741898,0.285092168022734,3,credibility,rh,1,5,3
121.295035121114,0.256519565564815,3,full_mle,lc,1,5,3
242.629801872049,0.258592140502753,3,full_mle,apc,1,5,3
368.101492299253,0.25899689605766,3,full_mle,rh,1,5,3
122.223341726853,0.251465144695056,3,separate,lc,1,5,3
249.499923434589,0.291309367959901,3,separate,apc,1,5,3
401.809902091923,0.277433557850317,3,separate,rh,1,5,3
151.998762098505,0.263484868409517,3,total,lc,2,5,3
311.568515192457,0.265613961672073,3,total,apc,2,5,3
460.165643462828,0.264367436538361,3,total,rh,2,5,3
148.096224898429,0.221853916893869,3,credibility,lc,2,5,3
304.689880227896,0.225678198284703,3,credibility,apc,2,5,3
449.529547055144,0.224588072112803,3,credibility,rh,2,5,3
141.537383337546,0.196757498493283,3,full_mle,lc,2,5,3
290.584724272887,0.197944792734067,3,full_mle,apc,2,5,3
428.710174442438,0.195826204116511,3,full_mle,rh,2,5,3
144.348248773181,0.209667690254166,3,separate,lc,2,5,3
295.425162110139,0.223657811807629,3,separate,apc,2,5,3
437.550770812384,0.204475400574189,3,separate,rh,2,5,3
143.671699542933,0.342634836116438,3,total,lc,3,5,3
288.490068626742,0.34056746824088,3,total,apc,3,5,3
440.229429065649,0.339133681146055,3,total,rh,3,5,3
137.620219219656,0.279581032296339,3,credibility,lc,3,5,3
277.174410200649,0.27971609342952,3,credibility,apc,3,5,3
423.921328521837,0.279537796008722,3,credibility,rh,3,5,3
132.658397230907,0.247084477461472,3,full_mle,lc,3,5,3
266.449895805701,0.245614368958433,3,full_mle,apc,3,5,3
407.147006651824,0.247053681934016,3,full_mle,rh,3,5,3
137.083374343882,0.276810745314887,3,separate,lc,3,5,3
272.613393998191,0.263501102956492,3,separate,apc,3,5,3
414.176000679873,0.265407449645782,3,separate,rh,3,5,3
136.017126371355,0.257217393028873,3,total,lc,4,5,3
276.456045579306,0.256178866753928,3,total,apc,4,5,3
417.121906473664,0.256134746793498,3,total,rh,4,5,3
135.900590963104,0.260223327295142,3,credibility,lc,4,5,3
276.882614058443,0.261282291326762,3,credibility,apc,4,5,3
417.900014709724,0.262002020003833,3,credibility,rh,4,5,3
130.853262940651,0.244061196867936,3,full_mle,lc,4,5,3
266.075477366852,0.243953786316794,3,full_mle,apc,4,5,3
401.546993003652,0.245560939409709,3,full_mle,rh,4,5,3
129.342911840908,0.207429273304444,3,separate,lc,4,5,3
271.641611970499,0.242646813912484,3,separate,apc,4,5,3
413.228788094923,0.2510428742279,3,separate,rh,4,5,3
160.10908775629,0.261145418157034,3,total,lc,5,5,3
297.943381590332,0.256998656972455,3,total,apc,5,5,3
434.359553711994,0.25915668012582,3,total,rh,5,5,3
158.935333153854,0.242619378659186,3,credibility,lc,5,5,3
294.23016841651,0.2335895055122,3,credibility,apc,5,5,3
427.150437912299,0.232188664810024,3,credibility,rh,5,5,3
151.881991751249,0.217678733112024,3,full_mle,lc,5,5,3
281.552504705939,0.208800089651038,3,full_mle,apc,5,5,3
409.887735133004,0.205779569608455,3,full_mle,rh,5,5,3
128.071891715838,0.216828490453282,3,separate,lc,5,5,3
262.326163509525,0.233461911947417,3,separate,apc,5,5,3
399.497631161308,0.231492256128461,3,separate,rh,5,5,3
127.493613477001,0.238077804197663,3,total,lc,6,5,3
258.210109439005,0.237114352712048,3,total,apc,6,5,3
385.315104890868,0.237931627146164,3,total,rh,6,5,3
122.30871158956,0.188846969063748,3,credibility,lc,6,5,3
248.143460787658,0.186663128881341,3,credibility,apc,6,5,3
370.040798956467,0.186731581927352,3,credibility,rh,6,5,3
120.321265713816,0.193022762246684,3,full_mle,lc,6,5,3
243.847267029264,0.190391728383966,3,full_mle,apc,6,5,3
363.780491920706,0.188720041042323,3,full_mle,rh,6,5,3
121.751052925203,0.204382160695628,3,separate,lc,6,5,3
259.883065569891,0.223772535751654,3,separate,apc,6,5,3
382.261843199918,0.209982912592916,3,separate,rh,6,5,3
127.457104065826,0.271217231386638,3,total,lc,1,8,3
255.79679059772,0.265869046277517,3,total,apc,1,8,3
391.857833815652,0.263288390903838,3,total,rh,1,8,3
125.556254312644,0.257495004580316,3,credibility,lc,1,8,3
253.291157868547,0.255493607446528,3,credibility,apc,1,8,3
389.187192538468,0.258142417382563,3,credibility,rh,1,8,3
122.722588682341,0.233808863285235,3,full_mle,lc,1,8,3
246.250024294628,0.230532892434366,3,full_mle,apc,1,8,3
377.47748634274,0.23560625737344,3,full_mle,rh,1,8,3
121.892085513265,0.213835395180506,3,separate,lc,1,8,3
245.231023853684,0.197886817434236,3,separate,apc,1,8,3
412.690845994946,0.215934712089076,3,separate,rh,1,8,3
198.707925314886,0.274905848350307,3,total,lc,2,8,3
413.106081255886,0.272975307404784,3,total,apc,2,8,3
601.879120488656,0.271673908640069,3,total,rh,2,8,3
199.26428172702,0.269181064535937,3,credibility,lc,2,8,3
415.275519568581,0.271670807336451,3,credibility,apc,2,8,3
604.50722964796,0.269975348337482,3,credibility,rh,2,8,3
190.306768030064,0.253344274914777,3,full_mle,lc,2,8,3
396.236659011322,0.259326215916646,3,full_mle,apc,2,8,3
576.600568984663,0.254860351202357,3,full_mle,rh,2,8,3
192.072985082938,0.261390062703742,3,separate,lc,2,8,3
402.988363431586,0.272155775489376,3,separate,apc,2,8,3
595.891513067587,0.271403872075861,3,separate,rh,2,8,3
147.381086640476,0.234868582129291,3,total,lc,3,8,3
298.612942152181,0.229076472155072,3,total,apc,3,8,3
464.221072003986,0.228328622655969,3,total,rh,3,8,3
143.79852225134,0.19705064904598,3,credibility,lc,3,8,3
292.131212547235,0.191513846727428,3,credibility,apc,3,8,3
455.251620147705,0.192377827586111,3,credibility,rh,3,8,3
140.201233673877,0.216787300206188,3,full_mle,lc,3,8,3
284.20455741563,0.210333667339272,3,full_mle,apc,3,8,3
442.562058522415,0.213331529914017,3,full_mle,rh,3,8,3
143.277468764763,0.227669264032974,3,separate,lc,3,8,3
293.69277572547,0.23937370926629,3,separate,apc,3,8,3
471.232083029737,0.267488435926148,3,separate,rh,3,8,3
170.91287721316,0.312961557047644,3,total,lc,4,8,3
341.515378789049,0.307390548154885,3,total,apc,4,8,3
517.665584928324,0.307310577082457,3,total,rh,4,8,3
167.991277065435,0.284152122280872,3,credibility,lc,4,8,3
336.189232124976,0.279152553072686,3,credibility,apc,4,8,3
509.887102629191,0.28019082050155,3,credibility,rh,4,8,3
164.384883794752,0.282118907809818,3,full_mle,lc,4,8,3
328.395027371636,0.276014660896504,3,full_mle,apc,4,8,3
497.966740608281,0.277337736125312,3,full_mle,rh,4,8,3
165.177581160996,0.273404191618601,3,separate,lc,4,8,3
341.915574912691,0.299954884719648,3,separate,apc,4,8,3
524.469394724412,0.312502269339978,3,separate,rh,4,8,3
234.589766048962,0.254788876930413,3,total,lc,5,8,3
427.046956751988,0.247086465870497,3,total,apc,5,8,3
586.129839936034,0.242785024540078,3,total,rh,5,8,3
235.742732364301,0.253917730993932,3,credibility,lc,5,8,3
427.782697246807,0.237421531973628,3,credibility,apc,5,8,3
584.269635987426,0.227381118103898,3,credibility,rh,5,8,3
227.917517019995,0.251395109769646,3,full_mle,lc,5,8,3
413.762474502058,0.230856342138681,3,full_mle,apc,5,8,3
566.42755064964,0.219981415678189,3,full_mle,rh,5,8,3
166.814984589729,0.217362429930478,3,separate,lc,5,8,3
356.814597357501,0.23249885163821,3,separate,apc,5,8,3
551.02183025159,0.24981657562655,3,separate,rh,5,8,3
123.607602145578,0.240627100863147,3,total,lc,6,8,3
251.447469011032,0.233903188136582,3,total,apc,6,8,3
374.16022075159,0.23393785319302,3,total,rh,6,8,3
119.779127857519,0.19938648226765,3,credibility,lc,6,8,3
244.578257065833,0.197996283369142,3,credibility,apc,6,8,3
363.657806922471,0.197943993632431,3,credibility,rh,6,8,3
116.017097126692,0.181446065640122,3,full_mle,lc,6,8,3
236.20852988287,0.17739653955932,3,full_mle,apc,6,8,3
351.311365373983,0.175760683801308,3,full_mle,rh,6,8,3
114.489142066561,0.159661684610953,3,separate,lc,6,8,3
236.523664641995,0.1973358893554,3,separate,apc,6,8,3
353.103292727303,0.183885013371016,3,separate,rh,6,8,3
