oos_deviance,error,seed,model,predictor,years_ix,forecasting_horizon,scenario
259.784235287089,0.26325113577264,1,total,apc,5,1,2
390.699799435071,0.264240953875091,1,total,rh,5,1,2
125.001716115481,0.213170238291569,1,credibility,lc,5,1,2
253.004909366659,0.218121603638231,1,credibility,apc,5,1,2
380.817219144893,0.219558742621814,1,credibility,rh,5,1,2
120.261203056721,0.173287018475799,1,full_mle,lc,5,1,2
243.314133781943,0.176493045018735,1,full_mle,apc,5,1,2
365.986462359627,0.177225348442228,1,full_mle,rh,5,1,2
121.874243122699,0.179108309424714,1,separate,lc,5,1,2
257.478766337665,0.208199289657211,1,separate,apc,5,1,2
384.030670432045,0.212064018244329,1,separate,rh,5,1,2
135.29661350015,0.329522216445256,1,total,lc,6,1,2
266.870247335026,0.32405911807285,1,total,apc,6,1,2
398.460543118405,0.323024342099137,1,total,rh,6,1,2
124.815428847446,0.235163289047641,1,credibility,lc,6,1,2
245.999309846501,0.231987330229102,1,credibility,apc,6,1,2
367.222733632154,0.231973210689822,1,credibility,rh,6,1,2
125.162819857238,0.21935417706825,1,full_mle,lc,6,1,2
246.606015935893,0.21608726975668,1,full_mle,apc,6,1,2
368.06274377224,0.215621205451145,1,full_mle,rh,6,1,2
126.498962251181,0.21576895035959,1,separate,lc,6,1,2
272.104955074628,0.248726889057118,1,separate,apc,6,1,2
395.963811968925,0.237907963121686,1,separate,rh,6,1,2
126.887664701756,0.267821496030509,1,total,lc,1,5,2
261.767624877736,0.263774661563555,1,total,apc,1,5,2
394.340737923896,0.262524211650972,1,total,rh,1,5,2
121.725697548173,0.204389693541075,1,credibility,lc,1,5,2
252.88688689167,0.207479980136366,1,credibility,apc,1,5,2
381.765293329282,0.207823051505849,1,credibility,rh,1,5,2
118.128251973178,0.167519525618411,1,full_mle,lc,1,5,2
244.172790159274,0.174156249859342,1,full_mle,apc,1,5,2
367.924637230381,0.174303909378235,1,full_mle,rh,1,5,2
118.496416540423,0.169500229660189,1,separate,lc,1,5,2
250.314211286006,0.20454600552076,1,separate,apc,1,5,2
376.713869509684,0.200011869062831,1,separate,rh,1,5,2
142.560336045223,0.277997683106328,1,total,lc,2,5,2
291.672109460969,0.274621532962269,1,total,apc,2,5,2
436.558205559275,0.273541087678869,1,total,rh,2,5,2
136.471649280804,0.214621152965557,1,credibility,lc,2,5,2
280.934874268006,0.220224078522732,1,credibility,apc,2,5,2
420.565765245821,0.21877712097058,1,credibility,rh,2,5,2
132.226676033707,0.216675602362665,1,full_mle,lc,2,5,2
270.930438081965,0.220510227726061,1,full_mle,apc,2,5,2
405.445445919391,0.218982666891706,1,full_mle,rh,2,5,2
135.529725122714,0.213125406167217,1,separate,lc,2,5,2
283.1342917656,0.256365938805687,1,separate,apc,2,5,2
424.136722829424,0.253862401152784,1,separate,rh,2,5,2
133.310408454707,0.225619348624342,1,total,lc,3,5,2
273.814447505166,0.225289294390661,1,total,apc,3,5,2
406.94401398864,0.224570721217623,1,total,rh,3,5,2
129.973564275329,0.175868756773419,1,credibility,lc,3,5,2
268.424124657969,0.180235961744128,1,credibility,apc,3,5,2
398.935074232744,0.179203529864854,1,credibility,rh,3,5,2
126.904411544543,0.191177251278664,1,full_mle,lc,3,5,2
260.930121982427,0.193161928953475,1,full_mle,apc,3,5,2
387.620829602182,0.19127149362017,1,full_mle,rh,3,5,2
127.526966160855,0.184896853590386,1,separate,lc,3,5,2
264.766199684314,0.213332846583122,1,separate,apc,3,5,2
392.153770078452,0.203743322383971,1,separate,rh,3,5,2
141.087419033237,0.298658117178546,1,total,lc,4,5,2
287.696152891068,0.301496405069924,1,total,apc,4,5,2
428.936750415357,0.300587532606566,1,total,rh,4,5,2
136.778941867863,0.25417001587477,1,credibility,lc,4,5,2
279.898744941677,0.255694682630888,1,credibility,apc,4,5,2
417.352097153801,0.254486459476642,1,credibility,rh,4,5,2
130.884693478684,0.214418827675916,1,full_mle,lc,4,5,2
267.208355854435,0.215840995545556,1,full_mle,apc,4,5,2
398.218997873175,0.214577136544919,1,full_mle,rh,4,5,2
133.799394795091,0.233215219061886,1,separate,lc,4,5,2
273.029714901904,0.244784393181932,1,separate,apc,4,5,2
407.559370305048,0.238515890084503,1,separate,rh,4,5,2
142.428335891061,0.337816568603869,1,total,lc,5,5,2
291.687692156334,0.333140744943738,1,total,apc,5,5,2
433.765647969354,0.333622049947993,1,total,rh,5,5,2
134.24747184173,0.266811415545599,1,credibility,lc,5,5,2
275.961840165295,0.263552661960549,1,credibility,apc,5,5,2
410.220899642732,0.263800800130138,1,credibility,rh,5,5,2
130.26655359442,0.2382651410263,1,full_mle,lc,5,5,2
267.316542969808,0.236241733974309,1,full_mle,apc,5,5,2
397.223015766087,0.235558267824355,1,full_mle,rh,5,5,2
131.678803984277,0.249580603630733,1,separate,lc,5,5,2
305.157459406272,0.288064990333605,1,separate,apc,5,5,2
446.778699285613,0.309751328165161,1,separate,rh,5,5,2
121.676739337268,0.230848912162299,1,total,lc,6,5,2
247.815285633349,0.235035626915079,1,total,apc,6,5,2
373.021516117483,0.236480195799533,1,total,rh,6,5,2
117.91741861928,0.180839151086908,1,credibility,lc,6,5,2
241.305687755877,0.189103242179738,1,credibility,apc,6,5,2
363.46381238762,0.190538917035429,1,credibility,rh,6,5,2
118.09687689306,0.182303593462844,1,full_mle,lc,6,5,2
240.629763298554,0.188930686765169,1,full_mle,apc,6,5,2
362.240275045159,0.190050589627413,1,full_mle,rh,6,5,2
116.908362877149,0.169156317697646,1,separate,lc,6,5,2
258.391921489658,0.234074200045448,1,separate,apc,6,5,2
384.368976445131,0.223387733000129,1,separate,rh,6,5,2
135.602359509522,0.329620622946964,1,total,lc,1,8,2
271.302645504795,0.322399259351451,1,total,apc,1,8,2
405.959977206696,0.319736462525785,1,total,rh,1,8,2
127.227402099502,0.258621084778765,1,credibility,lc,1,8,2
257.316072658224,0.258097815832122,1,credibility,apc,1,8,2
386.027861608224,0.256652570541415,1,credibility,rh,1,8,2
125.880023711538,0.225640472977165,1,full_mle,lc,1,8,2
251.650677839828,0.223551343921566,1,full_mle,apc,1,8,2
376.426303584617,0.222431475634297,1,full_mle,rh,1,8,2
126.530501819833,0.225022905382688,1,separate,lc,1,8,2
267.663732688121,0.258030459045498,1,separate,apc,1,8,2
400.423553470104,0.256494830180234,1,separate,rh,1,8,2
173.99767174581,0.342232843325969,1,total,lc,2,8,2
377.767169360923,0.337546190405964,1,total,apc,2,8,2
558.222877686661,0.338917683073133,1,total,rh,2,8,2
168.939133835154,0.285211534871315,1,credibility,lc,2,8,2
369.58760048303,0.2880631452538,1,credibility,apc,2,8,2
545.779598287555,0.288100020626011,1,credibility,rh,2,8,2
162.016731831624,0.277576846383529,1,full_mle,lc,2,8,2
353.647986822279,0.281508576236422,1,full_mle,apc,2,8,2
522.066090223533,0.2815681378622,1,full_mle,rh,2,8,2
166.697925632677,0.29823072611491,1,separate,lc,2,8,2
376.934371099304,0.335604549888829,1,separate,apc,2,8,2
555.931118453672,0.32012660561448,1,separate,rh,2,8,2
140.166750041757,0.233422589551167,1,total,lc,3,8,2
300.237364003822,0.234675120676749,1,total,apc,3,8,2
443.206503994141,0.234018016693047,1,total,rh,3,8,2
139.670086218502,0.215189217350749,1,credibility,lc,3,8,2
301.257072556283,0.229296842058819,1,credibility,apc,3,8,2
444.69730266244,0.228091872709346,1,credibility,rh,3,8,2
136.621156660759,0.224130435821843,1,full_mle,lc,3,8,2
293.019340868228,0.237327281910653,1,full_mle,apc,3,8,2
432.384236040944,0.234890070419638,1,full_mle,rh,3,8,2
135.173151224589,0.203361146975825,1,separate,lc,3,8,2
302.57939332841,0.266892482862055,1,separate,apc,3,8,2
443.970601062774,0.254947171425885,1,separate,rh,3,8,2
171.177973785151,0.317615370654608,1,total,lc,4,8,2
362.671436182336,0.316949511415209,1,total,apc,4,8,2
538.908979569169,0.316195317083876,1,total,rh,4,8,2
171.19556446373,0.305753563915978,1,credibility,lc,4,8,2
364.330442443396,0.309752176091973,1,credibility,apc,4,8,2
541.505235351077,0.309570991246152,1,credibility,rh,4,8,2
163.739606770036,0.274656403374109,1,full_mle,lc,4,8,2
347.636500366775,0.283235586946042,1,full_mle,apc,4,8,2
516.373432623291,0.281813438454713,1,full_mle,rh,4,8,2
168.524046922416,0.289963345146204,1,separate,lc,4,8,2
356.183692198198,0.298929421502629,1,separate,apc,4,8,2
534.153535603794,0.296752789171129,1,separate,rh,4,8,2
176.863160703777,0.233048400883266,1,total,lc,5,8,2
377.561834454953,0.226963774102474,1,total,apc,5,8,2
556.539814911894,0.226875214154432,1,total,rh,5,8,2
174.845620105655,0.209079546341908,1,credibility,lc,5,8,2
375.081880397903,0.212209437233556,1,credibility,apc,5,8,2
552.701828102317,0.210902343205852,1,credibility,rh,5,8,2
166.782040608639,0.216674107285109,1,full_mle,lc,5,8,2
357.294320092831,0.221820124574556,1,full_mle,apc,5,8,2
526.174547958848,0.219432877198476,1,full_mle,rh,5,8,2
170.996341826686,0.235190379024597,1,separate,lc,5,8,2
425.67472135618,0.282180648802281,1,separate,apc,5,8,2
607.527355782703,0.288672785539057,1,separate,rh,5,8,2
125.955705682611,0.298486666379498,1,total,lc,6,8,2
254.140965220215,0.288960585781128,1,total,apc,6,8,2
383.198891446119,0.287241131138076,1,total,rh,6,8,2
118.234353266813,0.216825018124832,1,credibility,lc,6,8,2
240.427055038289,0.21160354722666,1,credibility,apc,6,8,2
363.056275402577,0.21026119988208,1,credibility,rh,6,8,2
117.723579829711,0.207720360455927,1,full_mle,lc,6,8,2
237.565200570245,0.199612400723787,1,full_mle,apc,6,8,2
358.294137824985,0.197938657964611,1,full_mle,rh,6,8,2
120.148794213502,0.230098274339696,1,separate,lc,6,8,2
258.326283867802,0.260643088660251,1,separate,apc,6,8,2
384.656722664932,0.246019948310792,1,separate,rh,6,8,2
140.069038453606,0.337170781170834,2,total,lc,1,1,2
281.26731067918,0.333962965827621,2,total,apc,1,1,2
420.817857323007,0.333059351686925,2,total,rh,1,1,2
132.154567017525,0.261669105248187,2,credibility,lc,1,1,2
265.095511871115,0.259796384135677,2,credibility,apc,1,1,2
396.941047142649,0.260483622593366,2,credibility,rh,1,1,2
134.473519133183,0.256223747382996,2,full_mle,lc,1,1,2
270.079204277883,0.254258264197095,2,full_mle,apc,1,1,2
404.024697406194,0.254291870176014,2,full_mle,rh,1,1,2
135.53115685797,0.241219422741211,2,separate,lc,1,1,2
287.243485630227,0.249894211657938,2,separate,apc,1,1,2
423.070799552498,0.242386113046477,2,separate,rh,1,1,2
132.937621199817,0.225370916653756,2,total,lc,2,1,2
269.280747809179,0.224014996743827,2,total,apc,2,1,2
405.554181171831,0.22421503244661,2,total,rh,2,1,2
126.237478273486,0.164705990259625,2,credibility,lc,2,1,2
256.468451986628,0.165178752431493,2,credibility,apc,2,1,2
386.893244471193,0.166525575790253,2,credibility,rh,2,1,2
121.639960624678,0.157181227665288,2,full_mle,lc,2,1,2
246.675528245458,0.156895760653555,2,full_mle,apc,2,1,2
371.643623144211,0.157069227256731,2,full_mle,rh,2,1,2
122.062305665353,0.143448770660266,2,separate,lc,2,1,2
250.561844817253,0.174773217393767,2,separate,apc,2,1,2
377.802839599685,0.17038122719936,2,separate,rh,2,1,2
138.098721422546,0.455744436292007,2,total,lc,3,1,2
275.310259362299,0.454077079129753,2,total,apc,3,1,2
411.419487787253,0.454098832868872,2,total,rh,3,1,2
123.736916310342,0.322978731887295,2,credibility,lc,3,1,2
245.873301431111,0.320124238586816,2,credibility,apc,3,1,2
367.397425618514,0.321309854194346,2,credibility,rh,3,1,2
120.840398074433,0.31383421543463,2,full_mle,lc,3,1,2
240.777708894059,0.312850677415849,2,full_mle,apc,3,1,2
359.615527175968,0.313176381946589,2,full_mle,rh,3,1,2
119.864207308105,0.271384339916956,2,separate,lc,3,1,2
239.753419522235,0.285743746415589,2,separate,apc,3,1,2
357.96043995377,0.283354886543189,2,separate,rh,3,1,2
131.890984565834,0.227189812473839,2,total,lc,4,1,2
266.104188610513,0.226074638344207,2,total,apc,4,1,2
400.043956333084,0.227902769777248,2,total,rh,4,1,2
125.611075639343,0.160360579510865,2,credibility,lc,4,1,2
254.068915357089,0.160082026306105,2,credibility,apc,4,1,2
382.49850085675,0.161929291829159,2,credibility,rh,4,1,2
121.448388015376,0.165590598289767,2,full_mle,lc,4,1,2
245.197691557915,0.16422898570447,2,full_mle,apc,4,1,2
368.687537446544,0.163463271386779,2,full_mle,rh,4,1,2
124.907298949764,0.201887241486731,2,separate,lc,4,1,2
255.278117133566,0.218756087112849,2,separate,apc,4,1,2
378.404625996797,0.204102107330102,2,separate,rh,4,1,2
136.301326862097,0.256050159555198,2,total,lc,5,1,2
263.477572813457,0.256507714201145,2,total,apc,5,1,2
396.137995731649,0.25982477740404,2,total,rh,5,1,2
132.784006951487,0.223772423889781,2,credibility,lc,5,1,2
255.178615251782,0.218856437947258,2,credibility,apc,5,1,2
383.458551144988,0.220701625442529,2,credibility,rh,5,1,2
128.903198706445,0.209170850616763,2,full_mle,lc,5,1,2
248.767705665248,0.203675698111847,2,full_mle,apc,5,1,2
374.11039896264,0.204697041605266,2,full_mle,rh,5,1,2
130.125775641537,0.1997339005753,2,separate,lc,5,1,2
257.627576711821,0.212417236383579,2,separate,apc,5,1,2
385.105255224715,0.206292593039083,2,separate,rh,5,1,2
132.141622100547,0.314001447502384,2,total,lc,6,1,2
263.419973144828,0.311232916037275,2,total,apc,6,1,2
392.155972011931,0.308813479646022,2,total,rh,6,1,2
120.01028188142,0.205803921651162,2,credibility,lc,6,1,2
238.583290093025,0.201291344227795,2,credibility,apc,6,1,2
355.071286555409,0.199552809650912,2,credibility,rh,6,1,2
119.851969224897,0.206636909294096,2,full_mle,lc,6,1,2
238.838532003791,0.20160002567011,2,full_mle,apc,6,1,2
355.2657715072,0.198373002887738,2,full_mle,rh,6,1,2
118.805822389604,0.181829700943517,2,separate,lc,6,1,2
249.240863957653,0.2226355631617,2,separate,apc,6,1,2
366.760481562176,0.210320144951624,2,separate,rh,6,1,2
128.343612579054,0.255949236641153,2,total,lc,1,5,2
263.179315927122,0.255929966414997,2,total,apc,1,5,2
401.425306329756,0.256132287265505,2,total,rh,1,5,2
123.652855413192,0.220019194890123,2,credibility,lc,1,5,2
255.512386406879,0.222184186525566,2,credibility,apc,1,5,2
391.648338331817,0.22452452888357,2,credibility,rh,1,5,2
121.269286181388,0.20967679499471,2,full_mle,lc,1,5,2
248.93425734526,0.211271152219153,2,full_mle,apc,1,5,2
379.960993701641,0.21224433869735,2,full_mle,rh,1,5,2
122.540707355903,0.193326203446343,2,separate,lc,1,5,2
283.607374792161,0.24077869933671,2,separate,apc,1,5,2
420.440982862697,0.239932725801217,2,separate,rh,1,5,2
146.803780298022,0.270285756774167,2,total,lc,2,5,2
301.296313090498,0.267949049818042,2,total,apc,2,5,2
449.405029519271,0.265436738769282,2,total,rh,2,5,2
139.702589026439,0.19256070009724,2,credibility,lc,2,5,2
288.592221871347,0.192612501074258,2,credibility,apc,2,5,2
431.205652922007,0.190596374843075,2,credibility,rh,2,5,2
134.282433115783,0.192213097110154,2,full_mle,lc,2,5,2
276.1679066494,0.191947774292774,2,full_mle,apc,2,5,2
411.667613146175,0.187697319409484,2,full_mle,rh,2,5,2
133.751416325201,0.178327616480452,2,separate,lc,2,5,2
279.342804583835,0.205544366027926,2,separate,apc,2,5,2
416.147752171098,0.198768895513943,2,separate,rh,2,5,2
137.010322867123,0.268501058785267,2,total,lc,3,5,2
281.961118341694,0.26638099166109,2,total,apc,3,5,2
432.13159822768,0.265433883015006,2,total,rh,3,5,2
131.065204511712,0.209987314644664,2,credibility,lc,3,5,2
272.010730519692,0.20972177547074,2,credibility,apc,3,5,2
418.217754782393,0.209975699596427,2,credibility,rh,3,5,2
128.091291401929,0.216622929115002,2,full_mle,lc,3,5,2
264.038382196955,0.215477809678294,2,full_mle,apc,3,5,2
405.203829361396,0.215891248383193,2,full_mle,rh,3,5,2
131.3876763379,0.212740459978027,2,separate,lc,3,5,2
270.43466847598,0.215275907798797,2,separate,apc,3,5,2
416.759637339177,0.229728728108026,2,separate,rh,3,5,2
131.25833118348,0.24669157214677,2,total,lc,4,5,2
270.777731730527,0.246623738899073,2,total,apc,4,5,2
407.81725623798,0.245369824846733,2,total,rh,4,5,2
131.444040517669,0.215674714776547,2,credibility,lc,4,5,2
272.03745685048,0.219814259378528,2,credibility,apc,4,5,2
410.409718452801,0.221118646057613,2,credibility,rh,4,5,2
126.501731474738,0.191935878537329,2,full_mle,lc,4,5,2
261.207340050141,0.19687442493341,2,full_mle,apc,4,5,2
393.468590758473,0.197447331150574,2,full_mle,rh,4,5,2
132.300519916551,0.224622680331353,2,separate,lc,4,5,2
280.05784255119,0.242757649721285,2,separate,apc,4,5,2
414.645879958067,0.23673413761968,2,separate,rh,4,5,2
144.020693021099,0.325152045653158,2,total,lc,5,5,2
275.057338548352,0.327612253918315,2,total,apc,5,5,2
406.926859160711,0.328766421514672,2,total,rh,5,5,2
138.159507154168,0.259924656430237,2,credibility,lc,5,5,2
261.666897365811,0.255412808066996,2,credibility,apc,5,5,2
386.100108899449,0.255512311512979,2,credibility,rh,5,5,2
131.462629411643,0.239396257960807,2,full_mle,lc,5,5,2
250.103195265383,0.233957956551006,2,full_mle,apc,5,5,2
369.558638345272,0.234081404603612,2,full_mle,rh,5,5,2
132.833658467435,0.22377658896236,2,separate,lc,5,5,2
256.941529801402,0.223987312871873,2,separate,apc,5,5,2
380.151333458103,0.236196723065495,2,separate,rh,5,5,2
129.260741321981,0.298762062255117,2,total,lc,6,5,2
258.314291722694,0.299299890531708,2,total,apc,6,5,2
392.004314415312,0.299363729457077,2,total,rh,6,5,2
124.546836391602,0.217450989784377,2,credibility,lc,6,5,2
249.893842753696,0.220658057415399,2,credibility,apc,6,5,2
380.185921748948,0.224702901068659,2,credibility,rh,6,5,2
122.166705297219,0.212867953748343,2,full_mle,lc,6,5,2
244.090989390497,0.216255022641271,2,full_mle,apc,6,5,2
370.6309228256,0.21934812379499,2,full_mle,rh,6,5,2
123.329112088722,0.209201980644098,2,separate,lc,6,5,2
247.437718026078,0.243092690655552,2,separate,apc,6,5,2
380.11450622305,0.236201837016144,2,separate,rh,6,5,2
122.485626288198,0.24567019450378,2,total,lc,1,8,2
256.984613756721,0.253006642875577,2,total,apc,1,8,2
391.3869752388,0.2509899416061,2,total,rh,1,8,2
120.244833845437,0.202690890177666,2,credibility,lc,1,8,2
254.864877825122,0.214340668604141,2,credibility,apc,1,8,2
390.117129312652,0.215377470714216,2,credibility,rh,1,8,2
117.984790951751,0.181478695173378,2,full_mle,lc,1,8,2
247.830061192001,0.190046022586118,2,full_mle,apc,1,8,2
377.524639604611,0.190310138374869,2,full_mle,rh,1,8,2
119.485139056976,0.180219090784579,2,separate,lc,1,8,2
268.514835879612,0.242210600622665,2,separate,apc,1,8,2
412.293259954761,0.242708930695434,2,separate,rh,1,8,2
169.316316053992,0.321192031267558,2,total,lc,2,8,2
356.989282291137,0.319783948724112,2,total,apc,2,8,2
537.536872326365,0.319957006880271,2,total,rh,2,8,2
165.668066406661,0.276814422357196,2,credibility,lc,2,8,2
351.645253410146,0.278268605986779,2,credibility,apc,2,8,2
530.327047535423,0.279626882554532,2,credibility,rh,2,8,2
156.804070060799,0.256549023072919,2,full_mle,lc,2,8,2
331.856723632487,0.256829823276881,2,full_mle,apc,2,8,2
499.825261761073,0.257295988509462,2,full_mle,rh,2,8,2
161.023249839891,0.269889550208933,2,separate,lc,2,8,2
337.879012574413,0.27530873141905,2,separate,apc,2,8,2
507.713048841589,0.264966490295731,2,separate,rh,2,8,2
143.721176197243,0.293953652218959,2,total,lc,3,8,2
297.0825130977,0.293865168503489,2,total,apc,3,8,2
448.985381254247,0.291021511685477,2,total,rh,3,8,2
141.639952773123,0.232147505871791,2,credibility,lc,3,8,2
294.948118706652,0.240414714451847,2,credibility,apc,3,8,2
446.717741473535,0.241322093391578,2,credibility,rh,3,8,2
136.749054178549,0.22960547066965,2,full_mle,lc,3,8,2
283.043796289002,0.237676634539722,2,full_mle,apc,3,8,2
427.873538338142,0.237068305750654,2,full_mle,rh,3,8,2
140.034468436598,0.23886629408563,2,separate,lc,3,8,2
287.042281886667,0.254516063778556,2,separate,apc,3,8,2
442.510525248695,0.284424203293541,2,separate,rh,3,8,2
134.398053615547,0.230313011311144,2,total,lc,4,8,2
273.364916213865,0.222494326981144,2,total,apc,4,8,2
410.70401591328,0.221949743246518,2,total,rh,4,8,2
134.646585088394,0.221192361696827,2,credibility,lc,4,8,2
274.91202109342,0.215243618671757,2,credibility,apc,4,8,2
413.492222680733,0.214232898580796,2,credibility,rh,4,8,2
128.268750640513,0.195681683030186,2,full_mle,lc,4,8,2
260.994766284813,0.188017954530969,2,full_mle,apc,4,8,2
392.109552661979,0.18458696603761,2,full_mle,rh,4,8,2
133.73064567742,0.225076216914806,2,separate,lc,4,8,2
274.812989771706,0.250085983025102,2,separate,apc,4,8,2
403.684282169498,0.230733131732722,2,separate,rh,4,8,2
226.448400313779,0.269268333781334,2,total,lc,5,8,2
407.810521569419,0.257217220892215,2,total,apc,5,8,2
597.247835809688,0.250103828802714,2,total,rh,5,8,2
227.392314175807,0.275981254951562,2,credibility,lc,5,8,2
408.993526630205,0.253933158991291,2,credibility,apc,5,8,2
599.253312811604,0.243396472002963,2,credibility,rh,5,8,2
219.393949966013,0.302026004523565,2,full_mle,lc,5,8,2
393.878616576265,0.280281268133518,2,full_mle,apc,5,8,2
576.42048050445,0.270074940061243,2,full_mle,rh,5,8,2
221.430059463764,0.304362506228888,2,separate,lc,5,8,2
405.806497203723,0.296529746965208,2,separate,apc,5,8,2
589.00028827503,0.272098415416528,2,separate,rh,5,8,2
125.794272506678,0.313665882095078,2,total,lc,6,8,2
249.461587997118,0.306351033836032,2,total,apc,6,8,2
379.762144475453,0.306023872147291,2,total,rh,6,8,2
123.70876771353,0.272385712810856,2,credibility,lc,6,8,2
245.387682247069,0.266865576389985,2,credibility,apc,6,8,2
373.561528319563,0.270343145168252,2,credibility,rh,6,8,2
121.422065259769,0.250300214351741,2,full_mle,lc,6,8,2
240.658584501583,0.248307743846528,2,full_mle,apc,6,8,2
366.550776140738,0.252205480312187,2,full_mle,rh,6,8,2
120.70130214213,0.243901580339358,2,separate,lc,6,8,2
271.483312974443,0.301117190475978,2,separate,apc,6,8,2
403.81384532109,0.283347705324444,2,separate,rh,6,8,2
140.424908424084,0.309197066377387,3,total,lc,1,1,2
279.665770907798,0.303288524045504,3,total,apc,1,1,2
419.558300123378,0.302313636837409,3,total,rh,1,1,2
131.198510615325,0.24236077459784,3,credibility,lc,1,1,2
261.113624502747,0.238197622637574,3,credibility,apc,1,1,2
391.667360587041,0.237246680711136,3,credibility,rh,1,1,2
133.815359959872,0.230933888739965,3,full_mle,lc,1,1,2
266.438917176054,0.22911360794537,3,full_mle,apc,1,1,2
399.713131580419,0.228447617779067,3,full_mle,rh,1,1,2
135.44593129701,0.233282801591286,3,separate,lc,1,1,2
280.591121231223,0.251225033625251,3,separate,apc,1,1,2
421.912110931524,0.248595858332997,3,separate,rh,1,1,2
133.012722035644,0.31252213648442,3,total,lc,2,1,2
266.681884811963,0.313486962314577,3,total,apc,2,1,2
400.546816427377,0.314729913588036,3,total,rh,2,1,2
126.752468494694,0.236016594566222,3,credibility,lc,2,1,2
254.421369241148,0.237569640676543,3,credibility,apc,2,1,2
382.308119236687,0.23901470319884,3,credibility,rh,2,1,2
122.379607636538,0.19465306656655,3,full_mle,lc,2,1,2
245.440946385241,0.197248558786255,3,full_mle,apc,2,1,2
368.683071155831,0.199041776911308,3,full_mle,rh,2,1,2
123.301115225081,0.213690767574498,3,separate,lc,2,1,2
249.358861919531,0.216436330800944,3,separate,apc,2,1,2
375.049508604176,0.20851884326856,3,separate,rh,2,1,2
134.425388261243,0.382814736952552,3,total,lc,3,1,2
267.804950714002,0.381242532531746,3,total,apc,3,1,2
400.476042603324,0.379882657580948,3,total,rh,3,1,2
124.718524015865,0.302911228680537,3,credibility,lc,3,1,2
248.043666241603,0.300690447141388,3,credibility,apc,3,1,2
370.942599342431,0.299796294348118,3,credibility,rh,3,1,2
120.935662421144,0.280569591384854,3,full_mle,lc,3,1,2
240.825549760107,0.281328144245357,3,full_mle,apc,3,1,2
359.997618721063,0.281015388016045,3,full_mle,rh,3,1,2
119.092972171251,0.22890346125048,3,separate,lc,3,1,2
238.176322313111,0.245286586827234,3,separate,apc,3,1,2
356.087493146842,0.235049576333479,3,separate,rh,3,1,2
134.516232981091,0.264392955604992,3,total,lc,4,1,2
272.46711718134,0.264611714505851,3,total,apc,4,1,2
408.542755134933,0.264693052971461,3,total,rh,4,1,2
130.376793369845,0.237601697554405,3,credibility,lc,4,1,2
