oos_deviance,error,seed,model,predictor,years_ix,forecasting_horizon,scenario
264.658517799926,0.239442200268564,3,credibility,apc,4,1,2
397.09018014024,0.239182803836397,3,credibility,rh,4,1,2
123.791977094593,0.205129488706414,3,full_mle,lc,4,1,2
251.012405424619,0.208480538567814,3,full_mle,apc,4,1,2
376.351295379329,0.208134015401306,3,full_mle,rh,4,1,2
126.153661849059,0.211243253444428,3,separate,lc,4,1,2
271.873060002366,0.232132856939611,3,separate,apc,4,1,2
402.281264145442,0.228978112335315,3,separate,rh,4,1,2
136.33282635121,0.353906083433746,3,total,lc,5,1,2
271.803720628548,0.353450536959925,3,total,apc,5,1,2
406.905113104368,0.353834105458749,3,total,rh,5,1,2
128.84009337061,0.302619296913185,3,credibility,lc,5,1,2
257.235529724173,0.304430411213732,3,credibility,apc,5,1,2
385.414692184673,0.305330843057071,3,credibility,rh,5,1,2
125.471586932629,0.27814047939274,3,full_mle,lc,5,1,2
250.063889602106,0.280509834107862,3,full_mle,apc,5,1,2
374.281129854314,0.281230955877557,3,full_mle,rh,5,1,2
123.893406178196,0.234058644137763,3,separate,lc,5,1,2
251.407182379565,0.266867589402515,3,separate,apc,5,1,2
378.317048121387,0.255978662520898,3,separate,rh,5,1,2
135.951908228521,0.308295635354185,3,total,lc,6,1,2
270.310785130999,0.310799813707649,3,total,apc,6,1,2
405.185044883202,0.312499036366711,3,total,rh,6,1,2
125.137539676765,0.228874016760214,3,credibility,lc,6,1,2
248.741746975726,0.229749344327936,3,credibility,apc,6,1,2
372.738266339735,0.230451043805654,3,credibility,rh,6,1,2
124.1938223739,0.202341502384255,3,full_mle,lc,6,1,2
246.773196679375,0.20297218435999,3,full_mle,apc,6,1,2
369.875696791834,0.203213938275745,3,full_mle,rh,6,1,2
124.374445141307,0.187796888895093,3,separate,lc,6,1,2
250.713614554591,0.197178685729139,3,separate,apc,6,1,2
379.814110876274,0.201134314586576,3,separate,rh,6,1,2
138.397777901743,0.358297188148336,3,total,lc,1,5,2
273.211866023529,0.352094252293443,3,total,apc,1,5,2
408.576554173393,0.349873938119733,3,total,rh,1,5,2
130.717616921879,0.309146364922259,3,credibility,lc,1,5,2
259.106328454488,0.305133765897908,3,credibility,apc,1,5,2
387.985061500768,0.304336523765403,3,credibility,rh,1,5,2
127.86061566897,0.288248308797621,3,full_mle,lc,1,5,2
252.043293048193,0.285802815604699,3,full_mle,apc,1,5,2
376.785571254333,0.285508569649237,3,full_mle,rh,1,5,2
127.118518792173,0.268472251971449,3,separate,lc,1,5,2
279.868113852539,0.311924251072395,3,separate,apc,1,5,2
411.486164351631,0.286449254720026,3,separate,rh,1,5,2
141.467152838189,0.263673888047943,3,total,lc,2,5,2
285.03409431747,0.262505083021943,3,total,apc,2,5,2
427.481194714382,0.262239449631763,3,total,rh,2,5,2
135.146113496484,0.217403967414485,3,credibility,lc,2,5,2
272.659313498859,0.21546426266103,3,credibility,apc,2,5,2
409.111355187352,0.214750839657316,3,credibility,rh,2,5,2
129.854325572958,0.188995237396743,3,full_mle,lc,2,5,2
261.756649340888,0.189195150498417,3,full_mle,apc,2,5,2
392.55459966035,0.189063038617041,3,full_mle,rh,2,5,2
134.051681881657,0.212204284812229,3,separate,lc,2,5,2
287.48529859832,0.225396082861502,3,separate,apc,2,5,2
421.134221008505,0.216296614946572,3,separate,rh,2,5,2
133.103863022999,0.224502594997594,3,total,lc,3,5,2
273.488052879259,0.226449281470533,3,total,apc,3,5,2
414.816605742885,0.226586590029703,3,total,rh,3,5,2
131.807638395525,0.194678629655365,3,credibility,lc,3,5,2
271.608031954912,0.198266934217932,3,credibility,apc,3,5,2
412.527177357358,0.199202250781997,3,credibility,rh,3,5,2
126.793229227286,0.178842366054859,3,full_mle,lc,3,5,2
260.806747610859,0.183866082663288,3,full_mle,apc,3,5,2
395.761811691555,0.185544603963001,3,full_mle,rh,3,5,2
128.327228431941,0.174077504015394,3,separate,lc,3,5,2
276.012578825715,0.229507365733498,3,separate,apc,3,5,2
431.306613021695,0.247965782971978,3,separate,rh,3,5,2
141.320139015759,0.285749891704072,3,total,lc,4,5,2
285.750711444161,0.287969718961739,3,total,apc,4,5,2
428.68457521086,0.288280270337122,3,total,rh,4,5,2
134.312904020905,0.240349298123032,3,credibility,lc,4,5,2
272.750703396546,0.24001179399121,3,credibility,apc,4,5,2
409.67889387714,0.238688882772302,3,credibility,rh,4,5,2
130.17601248678,0.217054888445306,3,full_mle,lc,4,5,2
263.412324353207,0.216008176440892,3,full_mle,apc,4,5,2
395.165941131667,0.21401422729896,3,full_mle,rh,4,5,2
134.303311892353,0.236862225828175,3,separate,lc,4,5,2
302.768292265814,0.284976739439997,3,separate,apc,4,5,2
445.170348995083,0.27984312145161,3,separate,rh,4,5,2
127.574388353982,0.277995184280642,3,total,lc,5,5,2
256.17956467425,0.275501209842668,3,total,apc,5,5,2
383.474637556637,0.275095373206574,3,total,rh,5,5,2
121.218289300151,0.233455789505689,3,credibility,lc,5,5,2
244.207434023394,0.231231702236339,3,credibility,apc,5,5,2
365.609796958652,0.230345718783697,3,credibility,rh,5,5,2
116.648273154769,0.194534157812245,3,full_mle,lc,5,5,2
234.257873370189,0.194204209233084,3,full_mle,apc,5,5,2
350.582816726616,0.194237087157382,3,full_mle,rh,5,5,2
117.952168376248,0.167428077103175,3,separate,lc,5,5,2
237.660479835421,0.188278584840501,3,separate,apc,5,5,2
362.253424763487,0.192905596487251,3,separate,rh,5,5,2
128.422017104646,0.302784125350743,3,total,lc,6,5,2
257.994662936161,0.301018757255769,3,total,apc,6,5,2
386.261308922964,0.301584483057933,3,total,rh,6,5,2
121.074024042791,0.235399051800592,3,credibility,lc,6,5,2
243.739465383639,0.234393949024943,3,credibility,apc,6,5,2
364.67186922868,0.234230265274651,3,credibility,rh,6,5,2
118.229296309234,0.209341063047038,3,full_mle,lc,6,5,2
237.590653039642,0.209375000087384,3,full_mle,apc,6,5,2
355.684553569601,0.209256828834865,3,full_mle,rh,6,5,2
118.539794616599,0.194653748672531,3,separate,lc,6,5,2
240.78320380007,0.198220839158164,3,separate,apc,6,5,2
410.769704327269,0.237630857175916,3,separate,rh,6,5,2
137.204210464919,0.312222771478304,3,total,lc,1,8,2
270.903436530575,0.304294054653901,3,total,apc,1,8,2
404.768687487835,0.300688487293259,3,total,rh,1,8,2
127.252515072762,0.247720311985687,3,credibility,lc,1,8,2
252.91833880807,0.242238817665349,3,credibility,apc,1,8,2
378.677761662693,0.24025030862548,3,credibility,rh,1,8,2
126.356284243567,0.219176874207991,3,full_mle,lc,1,8,2
249.080108575292,0.215837581773958,3,full_mle,apc,1,8,2
371.981823570106,0.216123469264127,3,full_mle,rh,1,8,2
128.567370806923,0.226911556537147,3,separate,lc,1,8,2
284.911722885858,0.265996585790533,3,separate,apc,1,8,2
422.166716387305,0.262786441255932,3,separate,rh,1,8,2
160.995286793769,0.259117169388828,3,total,lc,2,8,2
332.453523117162,0.262887981840723,3,total,apc,2,8,2
498.309873347324,0.263078743533089,3,total,rh,2,8,2
157.867719870446,0.244844450539082,3,credibility,lc,2,8,2
327.723466968257,0.249261342913402,3,credibility,apc,2,8,2
491.813427790155,0.249223886398424,3,credibility,rh,2,8,2
149.920236202326,0.21733964034231,3,full_mle,lc,2,8,2
310.21941543857,0.221783374863085,3,full_mle,apc,2,8,2
464.938141348388,0.222451639923211,3,full_mle,rh,2,8,2
154.172543929273,0.207810373804127,3,separate,lc,2,8,2
327.918033375446,0.241825925975018,3,separate,apc,2,8,2
487.73958371009,0.235539607500692,3,separate,rh,2,8,2
139.692741329602,0.292319763006002,3,total,lc,3,8,2
292.456312513777,0.294175723604308,3,total,apc,3,8,2
447.024632825243,0.294989730394301,3,total,rh,3,8,2
135.144062388651,0.253919666022866,3,credibility,lc,3,8,2
284.491726585755,0.25647565451811,3,credibility,apc,3,8,2
436.00711500449,0.258809671655443,3,credibility,rh,3,8,2
129.750715396361,0.22747267118805,3,full_mle,lc,3,8,2
272.46462002163,0.232560374612882,3,full_mle,apc,3,8,2
416.972617542023,0.235727153475085,3,full_mle,rh,3,8,2
131.751519848722,0.236529128463345,3,separate,lc,3,8,2
289.912512582463,0.267013128363455,3,separate,apc,3,8,2
469.662430801592,0.293341135009824,3,separate,rh,3,8,2
147.034770922388,0.223362459618151,3,total,lc,4,8,2
300.14663587687,0.231796259401264,3,total,apc,4,8,2
448.998028206276,0.232310684973557,3,total,rh,4,8,2
145.139933579643,0.196164269038672,3,credibility,lc,4,8,2
297.950377512235,0.203815612747545,3,credibility,apc,4,8,2
446.434687024238,0.204600794292739,3,credibility,rh,4,8,2
140.174224169899,0.204281721192312,3,full_mle,lc,4,8,2
286.330179921532,0.207356206184007,3,full_mle,apc,4,8,2
428.248761910004,0.207356767653868,3,full_mle,rh,4,8,2
144.835963171614,0.221786042636826,3,separate,lc,4,8,2
306.496729273651,0.281251144642484,3,separate,apc,4,8,2
467.065816378603,0.291909675482023,3,separate,rh,4,8,2
164.930879167924,0.229533096064495,3,total,lc,5,8,2
353.180122816974,0.228585723337067,3,total,apc,5,8,2
527.419379061473,0.228069740701753,3,total,rh,5,8,2
166.315405658333,0.22793513432958,3,credibility,lc,5,8,2
357.789456649636,0.231856108529526,3,credibility,apc,5,8,2
535.051575980445,0.231813582093302,3,credibility,rh,5,8,2
160.445607002718,0.242092299238948,3,full_mle,lc,5,8,2
344.0775216361,0.247728090228802,3,full_mle,apc,5,8,2
513.749742761583,0.246184541452549,3,full_mle,rh,5,8,2
162.869669768923,0.246447670816607,3,separate,lc,5,8,2
344.912648530603,0.268481087000084,3,separate,apc,5,8,2
541.985552395849,0.290778482221199,3,separate,rh,5,8,2
118.80677990121,0.229120915480713,3,total,lc,6,8,2
236.884848549134,0.223910697471625,3,total,apc,6,8,2
353.772730320739,0.224002877833497,3,total,rh,6,8,2
116.672129004173,0.200848913007742,3,credibility,lc,6,8,2
233.666876333458,0.199627800544445,3,credibility,apc,6,8,2
348.727626315132,0.198520339228709,3,credibility,rh,6,8,2
114.768356386883,0.173314029292074,3,full_mle,lc,6,8,2
228.715766062421,0.171020027602598,3,full_mle,apc,6,8,2
341.534651312251,0.169531182644783,3,full_mle,rh,6,8,2
119.08866626695,0.192409668944769,3,separate,lc,6,8,2
245.305212035873,0.21562142581749,3,separate,apc,6,8,2
522.534155286262,0.292543446498749,3,separate,rh,6,8,2
