oos_deviance,error,seed,model,predictor,years_ix,forecasting_horizon,age_breakets
144.669021866455,0.195742822254921,1,credibility,lc,3,1,76-85
330.055042407454,0.202443234624063,1,credibility,apc,3,1,76-85
506.659857430517,0.202850038118167,1,credibility,rh,3,1,76-85
31.718547410628,0.413973254205935,1,full_mle,lc,3,1,16-25
63.9628496458157,0.427607509186351,1,full_mle,apc,3,1,16-25
97.0455064529304,0.433933471813379,1,full_mle,rh,3,1,16-25
42.0664927597342,0.388063797351319,1,full_mle,lc,3,1,26-35
83.8377361796762,0.376386402031277,1,full_mle,apc,3,1,26-35
127.176377262068,0.387139316666898,1,full_mle,rh,3,1,26-35
46.4912155061984,0.243605005577981,1,full_mle,lc,3,1,36-45
97.0131621354474,0.254805669857378,1,full_mle,apc,3,1,36-45
147.16558956215,0.257506100678808,1,full_mle,rh,3,1,36-45
66.4228430261252,0.480196243518471,1,full_mle,lc,3,1,46-55
132.087723726285,0.489220150457371,1,full_mle,apc,3,1,46-55
199.508162984122,0.488576577300412,1,full_mle,rh,3,1,46-55
82.7130394703526,0.304820515159588,1,full_mle,lc,3,1,56-65
160.39588655683,0.305656998751999,1,full_mle,apc,3,1,56-65
240.064532403538,0.305694594412042,1,full_mle,rh,3,1,56-65
108.404054829522,0.219543198055347,1,full_mle,lc,3,1,66-75
202.520724225221,0.212329773979388,1,full_mle,apc,3,1,66-75
301.70488487498,0.211888101216151,1,full_mle,rh,3,1,66-75
139.355509820469,0.203128379221767,1,full_mle,lc,3,1,76-85
311.452913149743,0.209158950792386,1,full_mle,apc,3,1,76-85
473.3682134437,0.210761928613721,1,full_mle,rh,3,1,76-85
31.3124870053918,0.41662487051277,1,separate,lc,3,1,16-25
70.7541121359616,0.444423974207571,1,separate,apc,3,1,16-25
102.716824623016,0.435664874820778,1,separate,rh,3,1,16-25
42.5196610136738,0.432710679128778,1,separate,lc,3,1,26-35
85.74752496123,0.415031362236066,1,separate,apc,3,1,26-35
127.864623092391,0.406428789624407,1,separate,rh,3,1,26-35
47.1287352822036,0.261225167875095,1,separate,lc,3,1,36-45
98.029091221514,0.277257648701437,1,separate,apc,3,1,36-45
147.979367936227,0.263569192873678,1,separate,rh,3,1,36-45
68.4689234363948,0.538293144540459,1,separate,lc,3,1,46-55
134.57222949948,0.529188437124316,1,separate,apc,3,1,46-55
205.057849986462,0.555771333935851,1,separate,rh,3,1,46-55
83.4573998493134,0.289551905039679,1,separate,lc,3,1,56-65
161.30645130085,0.29612706012287,1,separate,apc,3,1,56-65
242.631784979085,0.309619875713518,1,separate,rh,3,1,56-65
110.066682689344,0.217841457376224,1,separate,lc,3,1,66-75
204.437420463315,0.218135920361578,1,separate,apc,3,1,66-75
309.911256958949,0.227598329648881,1,separate,rh,3,1,66-75
141.17477326871,0.222300083039179,1,separate,lc,3,1,76-85
312.746321345127,0.215374900237833,1,separate,apc,3,1,76-85
478.641209544781,0.228729018501189,1,separate,rh,3,1,76-85
29.7819339684589,0.339536576086441,1,total,lc,4,1,16-25
61.0748689552321,0.350226176882132,1,total,apc,4,1,16-25
94.1534770727858,0.350102681632408,1,total,rh,4,1,16-25
34.1683832504679,0.27246057974104,1,total,lc,4,1,26-35
69.550805332352,0.284515847079747,1,total,apc,4,1,26-35
107.898413165903,0.298386877322098,1,total,rh,4,1,26-35
47.7716225602687,0.313678265047994,1,total,lc,4,1,36-45
97.2454445006624,0.303888543332417,1,total,apc,4,1,36-45
149.406105383449,0.325297458602429,1,total,rh,4,1,36-45
64.9149595008053,0.314501364119895,1,total,lc,4,1,46-55
131.338099075752,0.315956225114621,1,total,apc,4,1,46-55
199.550311187329,0.318119853206099,1,total,rh,4,1,46-55
77.733448008006,0.258890069697753,1,total,lc,4,1,56-65
155.327337068832,0.272475181925199,1,total,apc,4,1,56-65
236.279504960079,0.27766563409553,1,total,rh,4,1,56-65
105.333511078297,0.271852440588794,1,total,lc,4,1,66-75
209.950021675131,0.283253769124753,1,total,apc,4,1,66-75
314.104220610322,0.283922929049545,1,total,rh,4,1,66-75
129.395031705787,0.196512532691407,1,total,lc,4,1,76-85
256.084892297935,0.195348385310252,1,total,apc,4,1,76-85
407.692112837497,0.201237695027619,1,total,rh,4,1,76-85
29.7778642925228,0.339373537476334,1,credibility,lc,4,1,16-25
61.0643449103677,0.350088739090087,1,credibility,apc,4,1,16-25
94.1429530279213,0.350011056437711,1,credibility,rh,4,1,16-25
34.1753208871396,0.27197160246416,1,credibility,lc,4,1,26-35
69.5782954065701,0.284119567715513,1,credibility,apc,4,1,26-35
107.864271957171,0.297993230084142,1,credibility,rh,4,1,26-35
47.6433644742807,0.305285602437982,1,credibility,lc,4,1,36-45
96.866472316596,0.295962864935687,1,credibility,apc,4,1,36-45
148.799140505789,0.317305992861135,1,credibility,rh,4,1,36-45
64.6901129324694,0.311759733658478,1,credibility,lc,4,1,46-55
130.802390552017,0.313013253151939,1,credibility,apc,4,1,46-55
198.728854541271,0.314975085949363,1,credibility,rh,4,1,46-55
76.9000870341752,0.247045100670679,1,credibility,lc,4,1,56-65
152.58730326145,0.253090561253042,1,credibility,apc,4,1,56-65
231.840202518051,0.25849340838755,1,credibility,rh,4,1,56-65
98.9604536232272,0.220200354372908,1,credibility,lc,4,1,66-75
194.773156675264,0.225567311576499,1,credibility,apc,4,1,66-75
290.553357212972,0.224825065191573,1,credibility,rh,4,1,66-75
108.500676945906,0.116155664135044,1,credibility,lc,4,1,76-85
216.152364079808,0.117356318196501,1,credibility,apc,4,1,76-85
340.503944908543,0.120245643983871,1,credibility,rh,4,1,76-85
29.8810115872366,0.383390214261753,1,full_mle,lc,4,1,16-25
61.2593126918967,0.390839428028418,1,full_mle,apc,4,1,16-25
94.4197144612129,0.390148908139531,1,full_mle,rh,4,1,16-25
34.4140853170256,0.288673969263343,1,full_mle,lc,4,1,26-35
70.0517353131093,0.297567343209233,1,full_mle,apc,4,1,26-35
108.610124587123,0.313592493580601,1,full_mle,rh,4,1,26-35
47.8647556774521,0.259401478391989,1,full_mle,lc,4,1,36-45
97.4379264650323,0.272324808739747,1,full_mle,apc,4,1,36-45
149.620122395563,0.284651805329987,1,full_mle,rh,4,1,36-45
62.8060120773001,0.22712104869878,1,full_mle,lc,4,1,46-55
127.123367947057,0.232381217753123,1,full_mle,apc,4,1,46-55
193.228068050917,0.233664441058207,1,full_mle,rh,4,1,46-55
76.1616805404792,0.268723787501437,1,full_mle,lc,4,1,56-65
152.216056578207,0.281493297345459,1,full_mle,apc,4,1,56-65
231.629758777558,0.285338444786164,1,full_mle,rh,4,1,56-65
96.3075808520063,0.236924003256481,1,full_mle,lc,4,1,66-75
192.004392924142,0.244395617597706,1,full_mle,apc,4,1,66-75
287.218673807612,0.243997628345785,1,full_mle,rh,4,1,66-75
111.155754793517,0.129712172266022,1,full_mle,lc,4,1,76-85
219.322055876134,0.128725353031418,1,full_mle,apc,4,1,76-85
353.151924445963,0.133576783588305,1,full_mle,rh,4,1,76-85
30.0667987839517,0.403422908542593,1,separate,lc,4,1,16-25
66.5188416582135,0.413124196914633,1,separate,apc,4,1,16-25
99.8872737734286,0.398893788662753,1,separate,rh,4,1,16-25
35.030973163954,0.350318106111272,1,separate,lc,4,1,26-35
70.4369344939181,0.3221917956862,1,separate,apc,4,1,26-35
108.671095497343,0.322699741253555,1,separate,rh,4,1,26-35
48.836496189754,0.320531880323787,1,separate,lc,4,1,36-45
99.0651202658419,0.315026373005306,1,separate,apc,4,1,36-45
151.005433635572,0.332011822143548,1,separate,rh,4,1,36-45
64.1049473882786,0.252863921561528,1,separate,lc,4,1,46-55
129.478076111302,0.253196538875183,1,separate,apc,4,1,46-55
197.081771664378,0.275973664505782,1,separate,rh,4,1,46-55
77.0472304316951,0.250346642612763,1,separate,lc,4,1,56-65
154.589455070969,0.290681157518873,1,separate,apc,4,1,56-65
236.046752357871,0.289914952515029,1,separate,rh,4,1,56-65
97.4120053154675,0.213443226863934,1,separate,lc,4,1,66-75
193.65606029955,0.232292289662985,1,separate,apc,4,1,66-75
298.047021296004,0.250162582213746,1,separate,rh,4,1,66-75
112.406588974066,0.104347694152156,1,separate,lc,4,1,76-85
221.553237892101,0.115727309385643,1,separate,apc,4,1,76-85
379.832190496881,0.149447904070768,1,separate,rh,4,1,76-85
30.3109156790344,0.424623880114761,1,total,lc,5,1,16-25
60.3142668449478,0.379687161695908,1,total,apc,5,1,16-25
91.228802684923,0.37805246672975,1,total,rh,5,1,16-25
37.6392860763504,0.301988971398979,1,total,lc,5,1,26-35
73.9696017786397,0.29693873763761,1,total,apc,5,1,26-35
112.058037066519,0.298880156800098,1,total,rh,5,1,26-35
49.4262630729604,0.423909530019165,1,total,lc,5,1,36-45
103.404017190666,0.429750121426286,1,total,apc,5,1,36-45
155.45835983726,0.427149838419916,1,total,rh,5,1,36-45
63.6639518488166,0.516866814772855,1,total,lc,5,1,46-55
126.364826696835,0.511171916547214,1,total,apc,5,1,46-55
188.386764600553,0.507625746994707,1,total,rh,5,1,46-55
84.0777898543898,0.33353451016423,1,total,lc,5,1,56-65
165.816999393914,0.34299056996572,1,total,apc,5,1,56-65
248.309763379575,0.348402555481173,1,total,rh,5,1,56-65
121.611741006449,0.359748153478658,1,total,lc,5,1,66-75
228.888534742558,0.369645035484101,1,total,apc,5,1,66-75
336.473877303846,0.373130978647666,1,total,rh,5,1,66-75
139.865941401562,0.221545108108776,1,total,lc,5,1,76-85
300.422657916633,0.223395079694731,1,total,apc,5,1,76-85
434.219446107539,0.222399269183114,1,total,rh,5,1,76-85
30.311020968911,0.424925785649414,1,credibility,lc,5,1,16-25
60.3148778673567,0.379965055304814,1,credibility,apc,5,1,16-25
91.2294137073318,0.378237729135687,1,credibility,rh,5,1,16-25
37.6243240929504,0.301856894617199,1,credibility,lc,5,1,26-35
73.995859263017,0.296874371469711,1,credibility,apc,5,1,26-35
112.068811083069,0.298823500009296,1,credibility,rh,5,1,26-35
49.3987983088744,0.418150852662668,1,credibility,lc,5,1,36-45
103.295604409655,0.424292333457326,1,credibility,apc,5,1,36-45
155.30046802861,0.421680226879523,1,credibility,rh,5,1,36-45
63.4983548430866,0.50947279533552,1,credibility,lc,5,1,46-55
125.989124101097,0.50359188031902,1,credibility,apc,5,1,46-55
187.851121311853,0.500167832066582,1,credibility,rh,5,1,46-55
81.6947780056464,0.287583784073285,1,credibility,lc,5,1,56-65
160.59334114168,0.293127270294961,1,credibility,apc,5,1,56-65
240.461349091968,0.298029927237328,1,credibility,rh,5,1,56-65
116.202360342377,0.301955005030534,1,credibility,lc,5,1,66-75
215.398594505405,0.301368498518347,1,credibility,apc,5,1,66-75
315.015010348148,0.300785032910657,1,credibility,rh,5,1,66-75
120.687855299383,0.134183504031476,1,credibility,lc,5,1,76-85
266.878850202013,0.141317161023835,1,credibility,apc,5,1,76-85
382.603808984362,0.137997274994502,1,credibility,rh,5,1,76-85
30.2305365082757,0.432481093567383,1,full_mle,lc,5,1,16-25
60.1064324435271,0.387238567782951,1,full_mle,apc,5,1,16-25
90.8884105214621,0.385515339770513,1,full_mle,rh,5,1,16-25
37.4861682729274,0.332446123479186,1,full_mle,lc,5,1,26-35
73.6435623905364,0.312944614736132,1,full_mle,apc,5,1,26-35
111.532554090869,0.320295842947957,1,full_mle,rh,5,1,26-35
49.3160232961392,0.352129065875676,1,full_mle,lc,5,1,36-45
103.140255524161,0.364693844681516,1,full_mle,apc,5,1,36-45
155.065815195438,0.363665406843995,1,full_mle,rh,5,1,36-45
61.9738462169316,0.406177985097369,1,full_mle,lc,5,1,46-55
122.977641736423,0.396628718026276,1,full_mle,apc,5,1,46-55
183.305185819391,0.393325915026309,1,full_mle,rh,5,1,46-55
78.853445345112,0.260544339970883,1,full_mle,lc,5,1,56-65
155.366823229273,0.264322030174123,1,full_mle,apc,5,1,56-65
232.631420862792,0.266394101217204,1,full_mle,rh,5,1,56-65
109.810799972937,0.331085569484325,1,full_mle,lc,5,1,66-75
205.407713111588,0.33386957786515,1,full_mle,apc,5,1,66-75
301.307732143335,0.334688201984841,1,full_mle,rh,5,1,66-75
115.87720137108,0.120073521112967,1,full_mle,lc,5,1,76-85
252.075718045332,0.125308309930307,1,full_mle,apc,5,1,76-85
362.101353550669,0.121940490095664,1,full_mle,rh,5,1,76-85
30.2783375964646,0.439151117687581,1,separate,lc,5,1,16-25
60.1005288784397,0.398293895084989,1,separate,apc,5,1,16-25
91.0150647184148,0.390456955655804,1,separate,rh,5,1,16-25
38.5838455699785,0.358640467148079,1,separate,lc,5,1,26-35
74.8873471304134,0.340673599238416,1,separate,apc,5,1,26-35
112.975782418293,0.328036731200635,1,separate,rh,5,1,26-35
49.7356867821063,0.344244430766585,1,separate,lc,5,1,36-45
103.979958982782,0.352577043977138,1,separate,apc,5,1,36-45
156.034301629376,0.375701120120484,1,separate,rh,5,1,36-45
63.636343556592,0.448323424629386,1,separate,lc,5,1,46-55
124.907655818778,0.423935704787925,1,separate,apc,5,1,46-55
186.929593722496,0.449468272488514,1,separate,rh,5,1,46-55
79.9118188287624,0.245434425588132,1,separate,lc,5,1,56-65
157.1818792608,0.258276275518489,1,separate,apc,5,1,56-65
239.674643246461,0.291926359183019,1,separate,rh,5,1,56-65
112.674841397594,0.291928521690505,1,separate,lc,5,1,66-75
208.628430354249,0.31197523042536,1,separate,apc,5,1,66-75
316.213772915537,0.334684441941839,1,separate,rh,5,1,66-75
120.476530387566,0.15115072152129,1,separate,lc,5,1,76-85
258.042560425843,0.139576688137412,1,separate,apc,5,1,76-85
391.839348616748,0.166520341478235,1,separate,rh,5,1,76-85
28.7159033428259,0.340295742143262,1,total,lc,6,1,16-25
63.7629879348005,0.383475497953916,1,total,apc,6,1,16-25
100.628374553559,0.407830218683482,1,total,rh,6,1,16-25
36.684345228706,0.293186815742947,1,total,lc,6,1,26-35
73.0048608803145,0.298486614862174,1,total,apc,6,1,26-35
110.933448558679,0.306802589588721,1,total,rh,6,1,26-35
47.0728316932994,0.291281537031164,1,total,lc,6,1,36-45
96.8632473485271,0.289938124607783,1,total,apc,6,1,36-45
146.486865188601,0.289992075152445,1,total,rh,6,1,36-45
62.2137854359303,0.375187539168817,1,total,lc,6,1,46-55
124.890676715479,0.368941596457572,1,total,apc,6,1,46-55
188.818545051745,0.36841748670211,1,total,rh,6,1,46-55
77.6865524970076,0.349516013541512,1,total,lc,6,1,56-65
156.960388467262,0.364694464596428,1,total,apc,6,1,56-65
235.862483027118,0.367565627584011,1,total,rh,6,1,56-65
